episode,duration,ad_spot,pct_through,context
ELFCM471,20:49,09:21,45.0,"With no clear way to grow out of this recession, and drowning under the ever increasing interest payments on its debt, in 2001 Argentina defaulted on almost $100 billion of sovereign debt, saying, “sorry, we can’t pay”. The Argentine economy had been severely mismanaged, and instead of paying off external creditors, Argentina decided to pay for essential services"
ELFCM472,20:35,09:11,44.7,"He was the man who would crack down on gang violence and crime, and that was an issue that affected everyone, regardless of political views. And you may know what came next. In 2019, El Salvador had an estimated 67,000 citizens who were members of criminal gangs, and this is out of a population of just over 6 million."
ELFCM473,21:05,09:27,44.8,"And euthanasia evidently falls into that category. It is a sad reality that 700,000 people across the world kill themselves every year, that’s one person every 40 seconds, making up 1.3% of all deaths worldwide. Unfortunately, for almost a million people a year, life is so unbearable that they choose to end it. And in the early 1970s, a Dutch doctor called Andries"
ELFCM474,26:21,11:50,45.0,"And on the blade, traces of Meredith Kercher’s DNA, traces of the murder victim. It didn’t look good for the young couple, for Raffaele Sollecito and his American girlfriend, Amanda Knox. But then, a matter of days later, there was another suspect named in the murder, a young man called Rudy Guede."
ELFCM475,20:47,09:19,44.8,"Mignini, by the way, has a history of inventing strange and unorthodox stories, and was already well-known in the region for reopening an investigation into the death of a wealthy doctor from Perugia. The doctor was found dead in a nearby lake, Lake Trasimeno, back in 1985, and it was initially believed that he had simply drowned."
ELFCM476,21:39,09:42,44.8,"general, it is that they aren’t the sort of people to say “ok, no worries, have a good day!” After numerous threats, one day Doyle found two masked men in front of his ice cream truck with a shotgun. They fired a shot through the window, not aiming at him, but to the passenger side. The objective was clearly to frighten him."
ELFCM477,21:11,09:32,45.1,"The Persian ruler at this time was Darius III, an impressive ruler who commanded a huge army. The two armies first met at the Battle of Issus, in November of 333 BC. The Persian forces greatly outnumbered The Macedonians. Some ancient sources have the Persian army numbering as many as 600,000 to Alexander’s just under 40,000, although most modern estimates have the Persian forces at 60,000 or so."
ELFCM478,19:04,08:40,45.5,"himself and his wife he has a fortune of almost a billion Euros, but it is more a case of damage limitation, and allowing him to move on and get on with whatever his future plans might be without too much personal embarrassment. And talking about damage limitation to the Conservative party, there is also the theory that he has been pushed into calling an early election by members of his own political party."
ELFCM479,22:24,10:06,45.1,"Marie Antoinette had never forgiven him, swearing to have nothing to do with him. As a senior church official, he had baptised her children, but she reportedly looked away from him for the entire service, such was the disdain that she held for him. Jeanne met the cardinal, and despite being 20 years his junior, the two soon became lovers. Now, the extent to which this was true love or whether it was Jeanne"
ELFCM480,16:40,07:32,45.3,"nectar, sheep eat grass, fish swim around in the rivers and seas and do whatever fish do. For humans, living according to nature means behaving in a way that is rational and virtuous, aligning one's actions with the inherent rational structure of the universe. There is a “right” way to behave, according to Marcus Aurelius, and this way is by helping and cooperating with other people."
ELFCM481,20:23,09:13,45.3,"Schopenhauer defined will as a purposeless and never-ending striving for change, which is the cause of all human suffering. It lay at the essence of every part of nature, every object, every human thought and desire. In other words, at the core of humanity is something with no meaning, with humans existing in a world where nothing is ever settled or satisfied."
ELFCM482,19:31,08:51,45.3,"At the centre of everything should come the individual, the single human being. No group should have any claim over the rights of any individual, nobody should be able to force anyone else to do anything that is not in their best interest. Now, this has all been quite theoretical, so what would this mean in practice? What would a world look like in which Objectivism reigned supreme?"
ELFCM483,21:08,09:29,44.9,"What happens is that you have the suckers at the bottom, the last people to be signed up, who wouldn’t be able to sign up anyone else, so they have no way of making the money that they had been promised, because the country had run out of available people. This is one of the major criticisms of multi-level marketing schemes. Their pyramid-like nature, and the requirement for people to continue to recruit more"
ELFCM484,19:10,08:37,44.9,"So, access to China was contained to these five port cities, and foreigners were not legally allowed to travel inland. But not all foreigners heeded this law. And it’s here that we need to meet the hero–or villain–of today’s story. His name was Robert Fortune, and he was a botanist by trade, an expert in plants."
ELFCM485,17:53,07:58,44.6,"this was King Edward II, the son of Edward I, the king who had first marched north into Scotland. Now, with the wars of Scottish independence over in the late 14th century, Scotland and England existed as two separate kingdoms. Like all good European rulers, they made sure that alliances and relationships with other countries were reinforced through marriage, so Scottish and"
ELFCM486,20:18,09:08,45.0,"mine, but at least it was predictable, once you had a job, it would be a job for life. But moving into the 20th century, especially after World War I, the industries that had powered the North were in decline. Coal mining, steel production, shipbuilding. These were industries that Britain had excelled in in the 19th"
ELFCM487,22:41,10:11,44.9,"intention all along was to claim the throne for himself. He was Henry’s cousin, and by some measures, he had a greater claim to the English throne than Henry, because he had two grandparents who were children of Edward III, after a marriage of cousins. York ruled as Protector for another year, but then Henry recovered again, and this time when Henry retook the throne, he and his supporters"
ELFCM488,17:50,08:06,45.4,"“Postmaster General”, which was a political role related to the post office. When the Labour party then lost the election in 1970 his ministerial career was over, but he remained a member of parliament, representing the constituency of Wednesbury, in north Birmingham. He also had a busy life outside of politics. He had got involved in numerous business interests, even attempting"
ELFCM489,20:24,09:04,44.5,"Instead of China giving this piece of land to Britain, or perhaps it would be more accurate to say Britain taking this land from China, the arrangement was for a 99 year lease. In other words, China rented this piece of land to Britain for a period of 99 years. There was no explicit provision in the contract specifying what would happen after the 99 years, in 1997 but as Hong Kong continued to develop economically and become"
ELFCM490,17:50,08:01,45.0,"However, her outward behaviour, through her primary outlet, Twitter, has been criticised for not showing the least bit of sympathy for trans people, in particular, transwomen, people who were identified as men at birth but now identify as women. She has been labelled as transphobic, which is defined as having a “dislike of or strong prejudice against transgender people”."
ELFCM491,20:41,09:20,45.1,"These goods are often sold at cost price, or even at a loss, because their low price can easily be compared to other supermarkets, so you think “oh, a pint of milk at ALDI is 90p, I paid £1.20 the other day at Tesco”. And when this happens, it reinforces the idea in a consumer’s mind that everything in the supermarket is similarly cheap, which it normally is.."
ELFCM492,16:29,07:26,45.1,"England had even almost won the Euro 1996 tournament. Well, not really almost won, they were knocked out in the semi finals by old enemies Germany, but there was a national sense that we could have won. And on a cultural level, Britain was punching above its weight. Musically, Britpop had been a great success, with"
ELFCM493,20:15,09:02,44.6,"If not, well how would they stand a chance against American shells and rifles? It would be a big decision for the shogun, who let’s remember was the military dictator of the country. But just three days after Perry and the Americans left, the ruling shogun died and was replaced by his ineffective and sickly son."
ELFCM494,35:53,16:13,45.2,"The Assembly General granted this, passing it into law. But when he returned to Saint-Domingue in 1790, he found that the governor general simply ignored it, he said “nope”. Vincent Ogé enlisted a group of mixed-race soldiers, and they rose up in protest. Now, it’s important to underline that what Ogé was requesting wasn’t the"
ELFCM495,19:40,08:48,44.8,"300% of Haiti’s GDP, 3 times the entire revenues generated by the country every year. Haiti simply didn’t have the money, and it was forced to borrow money from French banks at high rates of interest in order to pay back the French state. This created a so-called “double debt” - the debt repayment to the French state and the interest payments to the French banks who loaned Haiti the money."
ELFCM496,18:59,08:28,44.6,"nor will he increase income or consumption taxes on individuals. His proposal to the British public is that the country can invest in things like the NHS and increased border security primarily through economic growth and sensible good governance. The Tory government was such a mess, he says, it chased vanity projects such as sending asylum seekers to Rwanda, that simply by sticking to good governance and delivering economic growth"
ELFCM497,21:03,09:32,45.4,"locals play second fiddle, their needs come second. After all, to take a very transactional view, tourism is an economic arrangement between a country or city and people who do not live there. The city encourages people to come and visit it on the implicit condition that they spend money, that they inject money into the local economy."
ELFCM498,15:48,07:05,44.9,"And because they lose weight, they reduce the probability of cardiovascular disease, heart failure, all of these nasty health conditions that you are more likely to suffer if you are overweight or obese. Hallelujah, some health commentators were saying. This was literally a miracle drug."
ELFCM499,21:06,09:25,44.6,"settings, check the temperature and replace bits of the devices. When compared to the incredibly simple and idiot-proof act of putting a cigarette in your mouth and clicking a lighter, it failed to take off. What’s more, their early designs were criticised because they could be easily modified to smoke marijuana, which, for a device that was trying"
ELFCM500,15:30,06:52,44.3,"Each episode is around 20 minutes long, but behind the scenes, all in all, it takes something like 20 or 30 hours to go from an idea for an episode through to the final, published audio version, complete with all the learning materials. Sometimes it is quicker, if it’s a subject I know a lot about already, sometimes it’s a lot longer if it requires a much more extensive"
ELFCM501,20:30,09:08,44.6,"by 1969 his income from outside football was greater than what he was paid by Manchester United. This did make him a rich man by anyone’s standards, but two things. Firstly, he was incredibly generous, and would reportedly give £10 notes to homeless people. £10 is just under €12 today, it might sound like a pretty generous amount of money to give to a stranger, but back then it was the equivalent of something like €150."
ELFCM502,21:34,09:37,44.6,"successfully managed one in a competition, and Tonya Harding was one of them. It requires speed, strength and balance in very high quantities, and Tonya Harding had this extremely rare combination of all three. So, you have these two rivals, both very talented and skilful but completely different, and in the aftermath of the attack, the American media relished in comparing and contrasting the two women."
ELFCM503,22:20,10:06,45.3,"a town in Italy where a notorious Italian doctor was based. The doctor’s name was Michele Ferrari, and he was strongly suspected of supplying cyclists with performance-enhancing drugs. In particular, injections of EPO, the hormone that stimulates the production of red blood cells. In other words, this drug had the effect of allowing the body to produce"
ELFCM504,23:53,10:48,45.2,"The owner of this warehouse was a man called Avik Caron. It seems that FPAQ didn’t do much of a background check on him, because if they had done they would have discovered that he was a convicted fraudster, with allegations of mafia connections. Probably not the sort of person you’d want to trust with tens of millions of dollars worth of anything."
ELFCM505,21:24,09:43,45.4,"Wall Street banks had been packaging bad loans up and selling them to investors, and when it turned out that homeowners were unable to keep up with the repayments on their loans, the banks and investors holding the bad loans went belly up. Some went bust, went bankrupt, while others had to be bailed out by the government. And it was here that BlackRock and its famously risk-averse"
ELFCM506,23:27,10:31,44.9,"sure that they and their animals had enough to eat and drink. And this nomadic lifestyle, historically at least, would completely ignore national borders. Borders were man-made creations, imaginary lines in the sand. If you were crossing the desert on a camel and you navigated by the stars you had little idea where one state ended and the next one started."
ELFCM507,27:56,12:35,45.0,"made the decision to send in the British Army to restore order in Northern Ireland. Initially, some in the Catholic community welcomed the soldiers, thinking they would protect them from Loyalist violence and police brutality. But it didn’t take long for this relationship to sour. As the soldiers’ role shifted from peacekeeping to maintaining order, they were soon seen"
ELFCM508,24:59,11:19,45.3,"Now, these laws weren’t just about stopping people from stealing deer; rather, they were a signal to everyone of the absolute power of the monarch, and what fate awaits anyone who decides to challenge that power. And this would be ratcheted up a notch as we move into the late medieval and Tudor periods. By the 16th century, England was undergoing huge changes."
ELFCM509,22:24,09:59,44.6,"Because the death penalty was the stated punishment for so many different crimes–often crimes that we would now consider minor crimes–sentences were often passed in an arbitrary and inconsistent manner. One judge might decide that someone should be executed for theft of a horse, but another more lenient one, or one who was feeling particularly"
ELFCM510,20:22,09:08,44.9,"In the early 19th century, prison conditions, especially for female prisoners, were given a significant boost by a woman called Elizabeth Fry. Fry was a Quaker, and she had seen firsthand the squalor that still existed in British prisons. She also saw how dangerous prisons were for women, especially young women, children really, who had to share cells with adult, male prisoners."
ELFCM511,17:44,07:59,45.0,"So, what was happening in the lead-up to the crash? Why was Diana in Paris that night? And what role did the paparazzi play in it all? Diana and Dodi Fayed had only met 6 weeks before, but it was a whirlwind romance. They spent the summer of 1997 together, travelling on Dodi’s father’s yacht"
ELFCM512,22:14,09:58,44.8,"Currencies were tied to each other, and these currencies in turn were tied to the amount of gold that existed in the reserves of the central banks of these countries. This had a great stabilising act. Because each country’s currency was tied to gold, the value of currencies between countries became more predictable."
ELFCM513,21:34,09:45,45.2,"Because many EU students enrolled in less-expensive courses to deliver, for example, humanities subjects, even though they paid the same fees as domestic students, they were still a net benefit to British universities. After Brexit, students from EU countries now have to pay international fees. And given that universities in EU countries are often highly subsidised or"
ELFCM514,19:30,08:46,45.0,"over is the same: students learn “subjects”, they pass “tests”, education is standardised. In most education systems, a student receives a grade, a mark, and they can easily be compared to everyone else in their age group. Some might receive the top mark, they might get an A* or 10/10. But it is unlikely that the teacher will take them to one side and give them"
ELFCM515,20:13,09:09,45.3,"areas such as grading, lesson planning, and administration — could be outsourced to technology.” If this time is retrieved from teachers, then this opens up a not insignificant amount of time that can be spent more effectively on guiding and helping students. But this brings up an important question: Can AI really replace these tasks effectively? Will it actually free up enough time for teachers to"
ELFCM516,21:28,09:38,44.9,"It was a cunning system indeed, and did allow these men to complete what has been described as one of the first instances of underwater archaeology. But, it had its limits. 20 metres, after all, is not very deep. Throughout the 16th, 17th and 18th centuries, inventors continued to tinker away on new"
ELFCM517,20:58,09:22,44.7,"themselves and their families, they can do all of the things that create economic growth. These institutions are inclusive; they exist for the benefit of the citizens. On the Mexican side, however, the institutions are weaker. Citizens have less confidence in the fairness of the legal system, there is the problem of organised criminals, the rule of law and of institutions are weaker."
ELFCM518,17:57,08:01,44.7,"Nuclear power stations would have no ugly black smoke coming out of the top, there would be no dusty coal trucks driving in and out of the plant every day, there would just be harmless water vapour coming out of a large chimney. They could work day and night, they needed to be built next to a river or sea or some source of water, but other than that, they could be built anywhere."
ELFCM519,22:37,10:08,44.8,"This was part of the test’s procedure, intended to simulate what would happen if there were a sudden need to shut down the reactor. But as they did so, things started to go wrong. The power dropped to dangerously low levels—far lower than they had planned for, and much lower than what the reactor was designed to handle safely."
ELFCM520,21:53,09:53,45.2,"Uranium deposit; more will be found to be used for many, many years to come. And secondly, there is the more interesting argument that nuclear waste, the toxic byproduct of producing nuclear energy, can actually be reused again and again. So we have a load more fuel just sitting there, and this can be used multiple times to generate more electricity."
ELFCM521,19:53,08:55,44.9,"process was changed 25 years later with the 12th Amendment in 1804. This amendment established that people would vote for the President and Vice President as a pair, much like they do today. Since then, the Presidential candidate has chosen a running mate who might appeal to a particular segment of the population—maybe younger voters,"
ELFCM522,23:13,10:23,44.8,"Now, this is no problem at all when the exchange rate between dollars and Lira is stable, but if the exchange rate fluctuates, if it moves, then it can spell trouble. And this was unfortunately what happened in 2018. The Turkish lira had been losing value gradually for many years, but in the summer of 2018, things took a turn for the worse."
ELFCM523,21:48,09:47,44.9,"To state the obvious, this was a difficult and dangerous journey. It was long, and the route was filled with bandits and hostile forces. This is where the Knights Templar stepped in. Their job, their entire reason for existence, was to offer protection so that pilgrims could complete their spiritual journey safely."
ELFCM524,20:52,09:19,44.7,"And moving forward a few hundred years, as technology continued to develop and information could be passed through telegraph cables rather than through hushed whispers or hidden in beer barrels, the role and importance of espionage only increased. The ability to intercept, decode, and analyse messages became a powerful tool for nations, and espionage grew into a vast and complex operation"
ELFCM525,22:40,10:12,45.0,"But as the story spread among European adventurers, it evolved. El Dorado was no longer just a man; it became a mythical city, then an entire kingdom, said to be overflowing with unimaginable riches. A king so rich that he covered himself in gold every morning and would wash it off at night, so plentiful were the gold reserves that it would simply be discarded, washed away."
ELFCM526,23:31,10:33,44.9,"$25,000 per kilo to send something to space, but some projects were upwards of $100,000 per kilo. Companies such as SpaceX have been hyper-focused on reducing the cost of going to space so that it now costs around $1,500 per kilo. But with reusable rockets and increasing efficiencies in every part of the launch process, there are some estimates that this could be brought down to around"
ELFCM527,20:39,09:13,44.6,"only fueled the public’s fascination with his work. By the early 2000s, Banksy’s work had started to appear beyond Bristol. His unique style—witty, satirical, and deeply political—could be found in cities all over the UK. And here, it’s important to emphasise that his art was public, it was street art, done specifically in public places to be consumed by the public."
ELFCM528,21:42,09:49,45.3,"and they needed to reassert control over the prisoners. One of the ways they did this was by targeting the prisoners who they saw as leaders—those who were more likely to resist. The guards singled them out for extra punishment, like longer periods in solitary confinement or forcing them to do degrading tasks."
ELFCM529,26:04,11:44,45.0,"This Trump-Hannity relationship was unique. The two men had extensive private late-night conversations and public “phone-ins,” where Trump called in, and the conversation was broadcast live on Fox News. In an early one of these calls, when the COVID-19 pandemic was just starting to hit the United States, Trump proudly told Hannity that he had delayed a"
ELFCM530,24:53,11:11,45.0,"and—importantly—unambitious in the eyes of those in power. This made him the perfect candidate for those looking to elevate someone they could control. In 1998, he was appointed head of the Federal Security Service, or FSB, the successor to the KGB. Just a year later, in 1999, Boris Yeltsin, Russia’s first president, made him prime minister. Putin’s appointment came at a chaotic time for Russia."
ELFCM531,21:51,09:51,45.1,"The allegation was unsubstantiated, there was no evidence for it. And it didn’t make much of a dent abroad. But it was most definitely noticed by the Kremlin. Shortly afterwards there was a new law passed that made defamation of the President a federal crime. Now, before we continue, let’s just remind ourselves of exactly"
ELFCM532,22:26,10:07,45.1,"in Russia, and he had been officially pardoned in 2010, eight years before. And not only that. He had been given British citizenship and was living quietly in the UK. Now I should add that it has since been claimed that Skripal was not living quite as quiet a life as it was originally made out and he was still doing some"
ELFCM533,21:02,09:29,45.1,"Farmers would be planting crops at the wrong times, festivals would drift across the seasons, and even military campaigns could be thrown into disarray because the calendar no longer aligned with the natural world. To make matters worse, powerful officials exploited this confusion for their own benefit. If extending a year or shortening it could help them stay in power or delay an"
ELFCM534,22:51,10:13,44.7,"But, as you will know, they were wrong. The first major clue that DNA was the molecule of heredity came from a series of experiments in the 1940s. In 1944, a team of scientists led by a man named Oswald Avery performed an experiment that showed that DNA, not proteins, carried genetic information."
ELFCM535,23:48,10:42,45.0,"Now, moving on to our next mathematical development, let’s talk about angles and perspective. As anyone can observe, if you look at a road disappearing into the horizon, it seems to narrow and get smaller the farther it goes. Or, when you see a row of trees in a field, the ones in the distance appear much smaller than the ones closer to you, even though, in reality, they’re all the same size."
ELFCM536,23:29,10:31,44.8,"return to their masters with a large invoice and the prospect of more work to come. Now, this was an extreme example, but it is reflective of the often misalignment of interests between the mercenary and his master. And by the late 15th century, the golden age of the condottieri was coming to an end. There were several reasons for this decline."
ELFCM537,24:20,10:57,45.1,"cash every month, so, to all extents and purposes, it is free. When you compare this to the UK, for example, where it can easily cost €2,000 a month per child, well it makes life significantly easier on your wallet. But apart from the cost, how is Swedish nursery different? Well, one thing you often read in articles about Sweden and other Scandinavian countries is about"
ELFCM538,22:40,10:10,44.9,"But not Fawcett. For some reason, he simply didn’t get ill, or at least never seriously ill. He also seemed never to tire. When the going got tough, and his party hadn’t eaten for several days or someone was suffering from a disease, he wouldn’t let them lie down to rest."
ELFCM539,22:52,10:21,45.3,"And they would do this over and over and over, moving all the way from Dunkirk to Barcelona. Or technically, Delambre did the northern part, from Dunkirk to a town called Rodez in central France, and Méchain was responsible for the southern part, from Rodez down to Barcelona. Even though they divided the work, it was incredibly laborious, requiring delicate instruments and precise observations, often repeated many times to eliminate errors."
ELFCM540,27:38,12:30,45.3,"And Mustafa Kemal, then only 34 years old, was one of the key commanders of this historic victory. It was during this battle that he gave one of his most famous orders to his men, an order that would go down in history as defining his character. “I do not order you to attack,” he said, “I order you to die.” But while Gallipoli made him a hero, and provided plenty of soundbites"
ELFCM541,25:27,11:26,44.9,"at the same time he was secretly cutting deals with foreign leaders. He was, in many ways, a Balkan Machiavelli, a geopolitical strategist balancing alliances, manipulating rivals, and ensuring his survival through cunning diplomacy. He also had another technique up his sleeve: terror and fear. He executed enemies in gruesome ways, sometimes publicly, to send a message."
ELFCM542,24:02,10:52,45.3,"this push for Enosis made them feel even more vulnerable. They feared that if Cyprus became part of Greece, they would lose political power completely and become second-class citizens. Greek Cypriots might even force them to leave Cyprus, just as the Greeks had expelled Muslims from newly independent Greece in the 19th century."
ELFCM543,21:07,09:34,45.3,"which country is most associated with perfume, the answer would almost certainly be France. And it is a well-deserved reputation. Because while the Romans indulged in"
ELFCM544,22:28,10:08,45.1,"More than 30 years of standing at funerals with offensive signs, rejoicing in the deaths of strangers. At first, their protests focused on events related to gay rights, claiming"
ELFCM545,23:50,10:48,45.3,"the revolt, suspicious of British intentions or unwilling to commit without clear guarantees of victory. This was where Lawrence entered the picture."
ELFCM546,23:44,10:45,45.3,"image, feeding the press stories about being a Javanese princess trained in the ancient, sacred art of temple dancing. It was, of course, nonsense; she was Dutch, had never been"
ELFCM547,25:34,11:26,44.7,"not just the word of the pilot. This will be important when it comes to some of von Richthofen’s actions later on. He met Oswald Boelcke again later in 1916, and by this time, Boelcke had become"
ELFCM548,20:43,09:20,45.0,"farmer, was another one of the few who refused to play along, and of course, he found himself accused of witchcraft too. He wouldn’t confess or deny the charges, so the court ordered him to be pressed"
ELFCM549,23:53,10:40,44.7,"There were handwritten notes, photographs, and, most unsettlingly, video tapes Earl had recorded himself. The footage was shaky but vivid: dead cows sprawled across the"
ELFCM550,26:43,12:00,44.9,"bullets, arrests, the textbook response of an authoritarian regime in the face of public protest. But unlike previous protests, the demonstrators didn’t disperse."
ELFCM551,18:45,08:30,45.4,"Cairo was the centre of the 2011 revolution, and Tahrir Square an almost indestructible monument to civil unrest. By shifting the government to a remote desert site, the critics"
ELFCM552,23:03,10:26,45.3,"perhaps even a man who was hiding his homosexuality, and out of shame, he had murdered Regeni. That’s why he wasn’t wearing any trousers,  that’s why he"
ELFCM553,23:35,10:37,45.0,"to be protected at all costs, created if it doesn’t exist already, or increased if it is considered too low. Without a fair minimum wage, the most vulnerable in society risk being even"
ELFCM554,20:13,09:10,45.4,"machines act like giant air filters, pulling in huge volumes of air and using chemical processes to extract the CO2. Once it’s captured, the carbon is compressed and injected deep underground,"
ELFCM555,25:18,11:28,45.3,"And to a population exhausted by years of instability and civil war, the idea of a strongman didn’t sound so bad. So, in 1965, at the age of 35, Mobutu saw his chance."
ELFCM556,20:27,09:03,44.3,"highest GDPs per capita in Africa. But, as you might expect, almost none of that wealth reached the average citizen. Most of it was controlled by the president and his family, particularly his son,"
ELFCM557,21:58,10:00,45.6,"and energy companies to his daughter, Isabel, who has been accused of being just as corrupt as her father. As a quick side note, Isabel Dos Santos was found to be the owner of a bunch of"
ELFCM558,26:25,11:58,45.3,"It’s still not clear exactly which route Hannibal took, but there was and still is no easy route across the Alps. Managing it was a feat so bold that Roman historians centuries later still couldn’t"
ELFCM559,23:49,10:48,45.4,"who thought they would never be caught–but it turned out to be the start of something much bigger. According to one report, before she was condemned to death, she said,"
ELFCM560,20:04,09:09,45.6,"a question of fairness, so the argument goes; it’s also a practical solution to a looming demographic crisis. In short, Italy needs more people, and many argue that it should"
ELFCM561,20:26,09:15,45.3,"children, and then grandchildren, and were able to live and exist like any other British citizen. Then, in 2012, everything changed. The British government, under Conservative"
ELFCM562,19:19,08:47,45.5,"like Malta, with a population of less than half a million, it equated to more than €3,000 for every man, woman and child. Yes, not all of this money reached the average person in Malta, and"
ELFCM563,21:55,09:53,45.1,"be harmed if something went wrong. And then, after years of experimentation, he made a breakthrough. He discovered that if you mixed nitroglycerin with a kind of"
ELFCM564,26:00,11:45,45.2,"had a pretty wide remit; it was intended to go on a bunch of different missions, not just Darién. And so in July 1698, the first ships set sail."
ELFCM565,23:11,10:22,44.8,"but sometimes it’s harder, and it takes a bit more time and thought to get it right. Then, I start writing. When I first started, I would write out general bullet points rather than"
ELFCM566,23:11,10:17,44.4,"aren’t a good use of limited water. Globally, around 70% of all freshwater is used for agriculture. Sure, agriculture is a perfectly good use of water in some cases, but in"
ELFCM567,22:20,10:04,45.1,"clearly a very good business: in the United States alone, there are 37 million active illegal drug users. And the nature of drug use and drug addiction is that it is, almost"
ELFCM568,23:09,10:31,45.4,"Swartz believed these should be free, especially as the court system made a $150 million a year profit from selling them. He wrote a script that downloaded them en masse and managed to download 20"
ELFCM569,24:32,11:04,45.1,"for him to feel animosity towards the healthcare system, but it was nothing particularly out of the ordinary. And as more details emerged about Mangione, his manifesto, and the"
ELFCM570,27:16,12:23,45.5,"spending is split into three categories: mandatory spending, discretionary spending, and interest on government debt. Mandatory spending refers to the money that the government is obligated to"
ELFCM571,25:03,11:23,45.4,"operated more independently, and in this case, it’s believed without Arafat’s direct authorisation. So, to put it simply, it seemed like these men were trying to use the"
ELFCM572,22:13,10:00,45.1,"He was the son of the heroic general Germanicus and the adopted grandson of Rome’s first emperor, Augustus. He seemed to embody a golden future, a new chapter for Rome."
ELFCM573,33:48,15:17,45.2,"the emperor of Rome lowering himself to consort with a freedwoman, but a threat to her own position. If Acte gained influence, Agrippina’s grip on her son would weaken even further."
ELFCM574,25:06,11:24,45.4,"course, no reflection on his talents as a marksman, as an archer, but rather of his insatiable thirst for blood. And he is also remembered for getting into the arena himself, for"
ELFCM575,21:33,09:44,45.2,"is unreliable: we tend to overemphasise the highs and lows, and undercount the ordinary moments. This is sometimes referred to as the “peak–end rule”: when people recall"
ELFCM576,23:13,10:29,45.2,"But these weren’t just any ingots; they were numbered, part of the stash lifted from the vault in Nice. The police closed in, arrested him, and the net began to tighten."
ELFCM577,21:59,09:57,45.3,"just an intellectual exercise; it was a ticket to a career as a notary, a judge, or an adviser to a bishop or prince. In a society where almost all power was mediated through law or the Church,"
ELFCM578,21:48,09:55,45.5,"unlike many European countries, where most students will go to the closest university and still live at home. In the UK, people typically move away from home and will spend their first"
ELFCM579,22:01,09:58,45.3,"In the United States, like in many countries, it is the government that decides what can call itself a university. The word means something, and for an educational institution to call itself"
ELFCM580,20:40,09:22,45.4,"genuine emergency plan to crush unrest or uprisings, and Hitler himself even signed off on it. But unbeknownst to Hitler, Operation Valkyrie was being used to take him down."
ELFCM581,29:10,13:11,45.2,"missiles from its own stocks, with U.S. approval, and would later be replenished by the United States. The Iranians would pay the agreed price, and the hostages would be released."
ELFCM582,24:35,11:03,45.0,"And it was in this Italy — divided, restless, and full of tension — that the bombs began to explode. Indeed, the explosion at the bank in Milan was not the only bomb that day."
ELFCM583,21:05,09:29,45.0,"These communications kept the public up to date with the “trial” and their demands for Moro’s release. Initially, the kidnappers demanded the release of 13 imprisoned"
ELFCM584,20:24,09:10,45.0,"The funerals were held in Bologna’s Piazza Maggiore, the great square at the heart of the city. Thousands upon thousands of people stood in silence, clutching photographs,"
ELFCM585,19:57,09:01,45.2,"but firstly, that number has proved not to be correct, and secondly, it’s important to see it in perspective. On the first point, according to a recent study, a single Google"
ELFCM586,18:01,07:45,43.1,"Not gravy “ice cream”, which might be just normal, bog standard low-quality ice cream, but premium gravy “gelato”. According to the official release, “With a luxuriously velvety texture"
ELFCM587,20:04,09:03,45.1,"of themselves en masse, well, the choice of ‘selfie’ as Word Of The Year provides a pretty good clue. And we can go on. In 2016, ‘post-truth’"
ELFCM588,18:33,08:16,44.6,"categories one by one. We’ve already started on the bodily functions, so let me continue. Use the restroom, go to the bathroom, spend a penny, powder your nose, answer"
ELFCM589,21:21,09:36,45.0,up Facebook to see a link to a news story or a poster about a special deal on coffee; they wanted to see their friends. But it was kind of ok. Then Facebook started encouraging
ELFCM590,26:05,11:48,45.2,"they put a high value on education and they quickly realised that their eldest son was not like other children. He was off-the-charts intelligent. By the age of six, Ted was doing"
ELFCM591,24:13,10:55,45.1,"that these children typically come from second-generation immigrant backgrounds, often with parents on low incomes. To these children, entering the criminal world offers an easy ticket to"
ELFCM592,26:48,12:04,45.0,"MP in their constituency was indirectly voting for him as Prime Minister, because he was the Labour leader. The consequence of this system, the so-called “first past the post”"
ELFCM593,23:47,10:35,44.5,"its most elaborate, most organised, and arguably most powerful form. Imperial China. If you imagine all the well-known court eunuchs of world history — the ones who"
ELFCM594,29:01,13:06,45.2,"sons of the next King, and he began to position himself right at the heart of the royal court. Sure enough, in January, 2015, King Abdullah died, and the crown"
ELFCM595,26:03,11:42,45.0,"The Line, wasn’t simply his vanity project; it was to be an attractive investment opportunity for foreigners. See, there was no shortage of foreign companies that would happily take Saudi"
ELFCM596,24:25,10:58,44.9,"Khashoggi understood the risks, but he believed he had a degree of protection. He was well-known. He lived in the United States. He was a high-profile columnist for"
ELFCM597,27:34,12:18,44.6,we just build more houses?” This is where we need to talk about housing supply. Because alongside all these financial factors pushing up
ELFCM598,25:43,11:28,44.6,"People were astonished that someone could be paid such an astronomical sum just to make people laugh. But the studio president explained it simply: ""We can afford to pay Mr. Chaplin"
ELFCM599,22:58,10:20,45.0,"bread and grains, the dogs that survived were the ones whose stomachs adapted to eat our leftovers. They literally evolved to share our dinner."
ELFCM600,28:21,12:48,45.1,"peak of the cat's status in human society, medieval Europe represented its absolute nadir, its lowest point. As Christianity spread across Europe in the early medieval period, cats"
ELFCM601,27:00,12:06,44.8,"powdered ""dragon bone,"" which is actually fossilised animal remains, usually from Ice Age mammals. The ancient Chinese clearly found these bones, and attributed them to dragons."
